"list-view-price","celly","celly 2","celly 3","celly 4","list-view-location"
"23.000","3 +
                          1","145 m²","2
                        Yaşında","2. Kat","İzmir / Menemen / Zeytinlik Mah."
"45.000","3 +
                          1","137 m²","11
                        Yaşında","3. Kat","İzmir / Çiğli / Balatçık Mah."
"25.000","3 +
                          1","115 m²","40
                        Yaşında","3. Kat","İzmir / Menemen / Mermerli Mah."
"28.000","2 +
                          1","80 m²","31
                        Yaşında","5. Kat","İzmir / Karşıyaka / Yalı Mah."
"30.000","3 +
                          1","120 m²","30
                        Yaşında","Yüksek Giriş","İzmir / Konak / Atilla Mah."
"25.000","3 +
                          1","115 m²","31
                        Yaşında","1. Kat","İzmir / Karabağlar / Esenlik Mah."
"20.000","1 +
                          1","50 m²","11
                        Yaşında","5. Kat","İzmir / Buca / Atatürk Mah."
"28.000","3 +
                          1","125 m²","26
                        Yaşında","4. Kat","İzmir / Karabağlar / Basın Sitesi Mah."
"225.000","6 +
                          1","420 m²","11
                        Yaşında","Tripleks","İzmir / Narlıdere / Altıevler Mah."
"25.000","3 +
                          1","120 m²","31
                        Yaşında","4. Kat","İzmir / Çiğli / Evka - 2 Mah."
"22.000","2 +
                          1","85 m²","6
                        Yaşında","2. Kat","İzmir / Bayraklı / Çiçek Mah."
"25.000","4 +
                          1","155 m²","30
                        Yaşında","3. Kat","İzmir / Menemen / Kasımpaşa Mah."
"39.000","2 +
                          1","90 m²","31
                        Yaşında","2. Kat","İzmir / Karşıyaka / Bostanlı Mah."
"30.000","2 +
                          1","85 m²","30
                        Yaşında","Yüksek Giriş","İzmir / Konak / Altıntaş Mah."
"18.000","1 +
                          1","45 m²","5
                        Yaşında","2. Kat","İzmir / Buca / Atatürk Mah."
"20.000","1 +
                          1","60 m²","6
                        Yaşında","3. Kat","İzmir / Buca / Adatepe Mah."
"26.000","3 +
                          1","95 m²","35
                        Yaşında","2. Kat","İzmir / Konak / Alsancak Mah."
"21.000","2 +
                          1","90 m²","4
                        Yaşında","Ara Kat","İzmir / Torbalı / Tepeköy Mah."
"45.000","2 +
                          1","85 m²","5
                        Yaşında","3. Kat","İzmir / Karşıyaka / Bostanlı Mah."
"100.000","4 +
                          2","300 m²","Sıfır Bina","","İzmir / Foça / Cumhuriyet Mah."
"30.000","2 +
                          1","85 m²","4
                        Yaşında","Bahçe Katı","İzmir / Menemen / 29 Ekim Mah."
"25.000","2 +
                          1","100 m²","6
                        Yaşında","5. Kat","İzmir / Menderes / Görece Cumhuriyet Mah."
"30.000","3 +
                          1","100 m²","9
                        Yaşında","Yüksek Giriş","İzmir / Çiğli / Şirintepe Mah."
"35.000","2 +
                          1","74 m²","Sıfır Bina","1. Kat","İzmir / Karşıyaka / Nergiz Mah."
"40.000","3 +
                          1","145 m²","39
                        Yaşında","1. Kat","İzmir / Karşıyaka / Donanmacı Mah."
"30.000","3 +
                          1","120 m²","21
                        Yaşında","2. Kat","İzmir / Bornova / Atatürk Mah."
"35.000","3 +
                          1","140 m²","11
                        Yaşında","3. Kat","İzmir / Menderes / Kemalpaşa Mah."
"50.000","4 +
                          0","190 m²","Sıfır Bina","","İzmir / Torbalı / Fevzi Çakmak Mah."
"33.000","3 +
                          1","130 m²","2
                        Yaşında","Yüksek Giriş","İzmir / Torbalı / İnönü Mah."
"28.000","2 +
                          1","90 m²","Sıfır Bina","3. Kat","İzmir / Karşıyaka / İmbatlı Mah."
"26.000","2 +
                          1","126 m²","5
                        Yaşında","3. Kat","İzmir / Menemen / İstiklal Mah."
"38.000","3 +
                          1","115 m²","4
                        Yaşında","En Üst Kat","İzmir / Menemen / 9 Eylül Mah."
"36.500","3 +
                          1","135 m²","31
                        Yaşında","1. Kat","İzmir / Karabağlar / Poligon Mah."
"36.000","2 +
                          1","100 m²","4
                        Yaşında","1. Kat","İzmir / Seferihisar / Çolak İbrahim Bey Mah."
"25.000","3 +
                          1","110 m²","57
                        Yaşında","Zemin","İzmir / Karşıyaka / Alaybey Mah."
"35.000","2 +
                          1","95 m²","50
                        Yaşında","4. Kat","İzmir / Karşıyaka / Aksoy Mah."
"29.500","3 +
                          1","140 m²","6
                        Yaşında","3. Kat","İzmir / Menemen / Atatürk Mah."
"28.500","1 +
                          1","55 m²","Sıfır Bina","2. Kat","İzmir / Çiğli / Balatçık Mah."
"16.000","1 +
                          1","50 m²","1
                        Yaşında","6. Kat","İzmir / Buca / Çamlıkule Mah."
"14.000","1 +
                          1","55 m²","1
                        Yaşında","2. Kat","İzmir / Menemen / İnönü Mah."
"850.000","3 +
                          1","150 m²","15
                        Yaşında","","İzmir / Çeşme / Alaçatı Mah."
"25.000","2 +
                          1","110 m²","21
                        Yaşında","3. Kat","İzmir / Ödemiş / Zafer Mah."
"69.999","4 +
                          1","200 m²","26
                        Yaşında","8. Kat","İzmir / Karabağlar / Muammer Akar Mah."
"800.000","3 +
                          1","220 m²","4
                        Yaşında","1. Kat","İzmir / Çeşme / Ardıç Mah."
"47.000","2 +
                          1","110 m²","25
                        Yaşında","","İzmir / Konak / Mimar Sinan Mah."
"36.000","3 +
                          1","150 m²","2
                        Yaşında","Ara Kat","İzmir / Torbalı / Yedi Eylül Mah."
"26.500","2 +
                          1","70 m²","1
                        Yaşında","En Üst Kat","İzmir / Menderes / Cüneytbey Mah."
"20.000","2 +
                          1","85 m²","30
                        Yaşında","4. Kat","İzmir / Karabağlar / Yurdoğlu Mah."
"45.000","3 +
                          1","145 m²","16
                        Yaşında","7. Kat","İzmir / Karabağlar / Poligon Mah."
"65.000","3 +
                          1","160 m²","Sıfır Bina","3. Kat","İzmir / Konak / Güzelyalı Mah."
"36.000","1 +
                          1","36 m²","11
                        Yaşında","15. Kat","İzmir / Karşıyaka / Yalı Mah."
"45.000","2 +
                          1","90 m²","Sıfır Bina","Bahçe Katı","İzmir / Çeşme / Reisdere Mah."
"19.000","1 +
                          1","40 m²","Sıfır Bina","2. Kat","İzmir / Buca / Efeler Mah."
"82.000","3 +
                          1","175 m²","4
                        Yaşında","3. Kat","İzmir / Güzelbahçe / Yelki Mah."
"16.000","1 +
                          1","72 m²","11
                        Yaşında","Kot 2","İzmir / Buca / Adatepe Mah."
"42.000","3 +
                          1","165 m²","11
                        Yaşında","2. Kat","İzmir / Karşıyaka / Mustafa Kemal Mah."
"85.000","3 +
                          1","130 m²","Sıfır Bina","6. Kat","İzmir / Karşıyaka / Bostanlı Mah."
"45.000","3 +
                          1","170 m²","15
                        Yaşında","2. Kat","İzmir / Çiğli / Ataşehir Mah."
"36.000","2 +
                          1","100 m²","3
                        Yaşında","Bahçe Katı","İzmir / Seferihisar / Ulamış Mah."
"41.000","3 +
                          1","115 m²","5
                        Yaşında","2. Kat","İzmir / Karabağlar / Vatan Mah."
"65.000","3 +
                          1","150 m²","11
                        Yaşında","9. Kat","İzmir / Karşıyaka / Yalı Mah."
"65.000","4 +
                          1","205 m²","26
                        Yaşında","2. Kat","İzmir / Karşıyaka / Mavişehir Mah."
"31.750","3 +
                          1","150 m²","11
                        Yaşında","8. Kat","İzmir / Menemen / 30 Ağustos Mah."
"30.000","1 +
                          1","120 m²","2
                        Yaşında","3. Kat","İzmir / Seferihisar / Çolak İbrahim Bey Mah."
"130.000","5 +
                          2","400 m²","11
                        Yaşında","Villa Katı","İzmir / Urla / Altıntaş Mah."
"23.000","1 +
                          1","60 m²","Sıfır Bina","2. Kat","İzmir / Çiğli / Balatçık Mah."
"28.500","2 +
                          1","115 m²","11
                        Yaşında","2. Kat","İzmir / Karabağlar / Sevgi Mah."
"30.000","3 +
                          1","135 m²","31
                        Yaşında","5. Kat","İzmir / Karşıyaka / Bahariye Mah."
"45.000","2 +
                          1","82 m²","Sıfır Bina","3. Kat","İzmir / Karşıyaka / Yalı Mah."
"18.000","2 +
                          1","85 m²","18
                        Yaşında","3. Kat","İzmir / Buca / Buca Koop. Mah."
"30.000","3 +
                          1","130 m²","13
                        Yaşında","Ara Kat","İzmir / Menemen / Mermerli Mah."
"28.000","3 +
                          1","140 m²","4
                        Yaşında","En Üst Kat","İzmir / Torbalı / İnönü Mah."
"55.000","3 +
                          1","140 m²","30
                        Yaşında","Ara Kat","İzmir / Balçova / Korutürk Mah."
"46.500","3 +
                          1","130 m²","9
                        Yaşında","5. Kat","İzmir / Karşıyaka / Yalı Mah."
"40.000","4 +
                          1","180 m²","15
                        Yaşında","4. Kat","İzmir / Dikili / Gazipaşa Mah."
"28.000","3 +
                          1","140 m²","33
                        Yaşında","5. Kat","İzmir / Karşıyaka / Bahçelievler Mah."
"115.000","6 +
                          2","110 m²","25
                        Yaşında","","İzmir / Bayraklı / Manavkuyu Mah."
"32.000","3 +
                          1","125 m²","30
                        Yaşında","5. Kat","İzmir / Bayraklı / Mansuroğlu Mah."
"20.500","3 +
                          1","125 m²","18
                        Yaşında","Ara Kat","İzmir / Menemen / Yahşelli Mah."
"35.000","2 +
                          1","80 m²","Sıfır Bina","3. Kat","İzmir / Foça / Mustafa Kemal Atatürk Mah."
"17.000","2 +
                          1","90 m²","9
                        Yaşında","2. Kat","İzmir / Torbalı / Fevzi Çakmak Mah."
"18.500","1 +
                          1","55 m²","4
                        Yaşında","Ara Kat","İzmir / Buca / Adatepe Mah."
"33.000","3 +
                          1","135 m²","2
                        Yaşında","1. Kat","İzmir / Bayraklı / R. Şevket İnce Mah."
"35.000","3 +
                          1","130 m²","35
                        Yaşında","4. Kat","İzmir / Bayraklı / Manavkuyu Mah."
"35.000","2 +
                          1","90 m²","30
                        Yaşında","Yüksek Giriş","İzmir / Balçova / Korutürk Mah."
"35.000","3 +
                          1","127 m²","2
                        Yaşında","2. Kat","İzmir / Bayraklı / R. Şevket İnce Mah."
"45.000","1 +
                          1","55 m²","Sıfır Bina","1. Kat","İzmir / Bornova / Kazımdirik Mah."
"25.000","3 +
                          1","130 m²","35
                        Yaşında","Giriş Katı","İzmir / Balçova / Onur Mah."
"36.000","3 +
                          1","158 m²","5
                        Yaşında","3. Kat","İzmir / Karabağlar / Devrim Mah."
"28.000","3 +
                          1","138 m²","16
                        Yaşında","2. Kat","İzmir / Aliağa / Siteler Mah."
"36.000","3 +
                          1","120 m²","6
                        Yaşında","6. Kat","İzmir / Karşıyaka / Demirköprü Mah."
"34.000","2 +
                          1","75 m²","4
                        Yaşında","1. Kat","İzmir / Çiğli / Ataşehir Mah."
"45.000","3 +
                          1","170 m²","31
                        Yaşında","5. Kat","İzmir / Karşıyaka / Bahriye Üçok Mah."
"62.000","3 +
                          1","110 m²","Sıfır Bina","6. Kat","İzmir / Bayraklı / Mansuroğlu Mah."
"27.500","3 +
                          1","170 m²","11
                        Yaşında","3. Kat","İzmir / Buca / Dumlupınar Mah."
"52.000","4 +
                          1","180 m²","35
                        Yaşında","5. Kat","İzmir / Karabağlar / Üçkuyular Mah."
"20.000","2 +
                          1","120 m²","22
                        Yaşında","Ara Kat","İzmir / Kemalpaşa / Soğukpınar Mah."
"3.500.000","5 +
                          1","300 m²","6
                        Yaşında","","İzmir / Çeşme / Çakabey Mah."
"35.000","Stüdyo","43 m²","1
                        Yaşında","","İzmir / Seferihisar / Camikebir Mah."
"125.000","4 +
                          2","360 m²","11
                        Yaşında","Bahçe Katı","İzmir / Urla / Kalabak Mah."
"33.000","3 +
                          1","130 m²","15
                        Yaşında","Ara Kat","İzmir / Seferihisar / Payamlı Mah."
"21.500","2 +
                          1","77 m²","27
                        Yaşında","8. Kat","İzmir / Bornova / Evka 4 Mah."
"160.000","4 +
                          1","350 m²","30
                        Yaşında","","İzmir / Urla / İçmeler Mah."
"28.000","3 +
                          1","190 m²","5
                        Yaşında","Yüksek Giriş","İzmir / Ödemiş / Süleyman Demirel Mah."
"43.000","4 +
                          1","200 m²","21
                        Yaşında","","İzmir / Seferihisar / Payamlı Mah."
"25.000","3 +
                          1","125 m²","26
                        Yaşında","4. Kat","İzmir / Çiğli / Ataşehir Mah."
"33.000","2 +
                          1","95 m²","8
                        Yaşında","Yüksek Giriş","İzmir / Karşıyaka / Demirköprü Mah."
"18.000","1 +
                          1","55 m²","3
                        Yaşında","2. Kat","İzmir / Buca / Kuruçeşme Mah."
"25.000","1 +
                          1","45 m²","3
                        Yaşında","Giriş Katı","İzmir / Çiğli / Yeni Mahalle Mah."
"28.000","2 +
                          1","70 m²","7
                        Yaşında","1. Kat","İzmir / Urla / Gülbahçe Mah."
"27.000","3 +
                          1","130 m²","Sıfır Bina","5. Kat","İzmir / Menemen / Ahıhıdır Mah."
"250.000","4 +
                          1","320 m²","7
                        Yaşında","Villa Katı","İzmir / Çeşme / Şifne Mah."
"20.000","1 +
                          1","50 m²","4
                        Yaşında","Yüksek Giriş","İzmir / Buca / Yaylacık Mah."
"40.000","2 +
                          1","80 m²","21
                        Yaşında","5. Kat","İzmir / Bayraklı / Manavkuyu Mah."
"29.000","3 +
                          1","145 m²","23
                        Yaşında","6. Kat","İzmir / Menemen / 30 Ağustos Mah."
"20.000","3 +
                          1","140 m²","22
                        Yaşında","Ara Kat","İzmir / Torbalı / Tepeköy Mah."
"23.000","3 +
                          1","110 m²","31
                        Yaşında","Zemin","İzmir / Karşıyaka / Aksoy Mah."
"25.000","2 +
                          1","85 m²","2
                        Yaşında","Ara Kat","İzmir / Buca / Fırat Mah."
"22.000","Stüdyo","74 m²","3
                        Yaşında","Ara Kat","İzmir / Çiğli / Ahmet Efendi Mah."
"37.000","3 +
                          1","135 m²","6
                        Yaşında","Yüksek Giriş","İzmir / Menemen / 9 Eylül Mah."
"47.500","4 +
                          1","180 m²","19
                        Yaşında","Villa Katı","İzmir / Çiğli / Ataşehir Mah."
"43.000","3 +
                          1","144 m²","20
                        Yaşında","5. Kat","İzmir / Bayraklı / Soğukkuyu Mah."
"20.000","2 +
                          1","85 m²","16
                        Yaşında","1. Kat","İzmir / Buca / Adatepe Mah."
"29.000","2 +
                          1","75 m²","26
                        Yaşında","Yüksek Giriş","İzmir / Karşıyaka / Donanmacı Mah."
"22.000","3 +
                          1","130 m²","30
                        Yaşında","En Üst Kat","İzmir / Karabağlar / Bozyaka Mah."
"30.000","3 +
                          1","125 m²","21
                        Yaşında","3. Kat","İzmir / Karabağlar / Maliyeciler Mah."
"27.500","2 +
                          1","105 m²","5
                        Yaşında","5. Kat","İzmir / Çiğli / Balatçık Mah."
"30.000","2 +
                          1","100 m²","40
                        Yaşında","3. Kat","İzmir / Bornova / Erzene Mah."
"50.000","4 +
                          1","232 m²","16
                        Yaşında","5. Kat","İzmir / Karabağlar / Bahçelievler Mah."
"33.000","1 +
                          1","45 m²","11
                        Yaşında","9. Kat","İzmir / Karşıyaka / Yalı Mah."
"33.000","3 +
                          1","140 m²","20
                        Yaşında","4. Kat","İzmir / Karşıyaka / Zübeyde Hanım Mah."
"28.000","1 +
                          1","80 m²","6
                        Yaşında","5. Kat","İzmir / Çiğli / Ataşehir Mah."
"45.950","3 +
                          1","145 m²","31
                        Yaşında","7. Kat","İzmir / Bornova / Kazımdirik Mah."
"40.000","3 +
                          1","120 m²","6
                        Yaşında","2. Kat","İzmir / Karabağlar / Ali Fuat Cebesoy Mah."
"25.000","2 +
                          1","90 m²","6
                        Yaşında","3. Kat","İzmir / Menemen / 9 Eylül Mah."
"35.000","2 +
                          1","105 m²","Sıfır Bina","6. Kat","İzmir / Karabağlar / Ali Fuat Cebesoy Mah."
"20.000","2 +
                          1","100 m²","20
                        Yaşında","2. Kat","İzmir / Buca / Mustafa Kemal Mah."
"30.000","2 +
                          1","122 m²","Sıfır Bina","2. Kat","İzmir / Seferihisar / Çolak İbrahim Bey Mah."
"70.000","3 +
                          2","220 m²","16
                        Yaşında","Bahçe Katı","İzmir / Güzelbahçe / Kahramandere Mah."
"35.000","3 +
                          0","140 m²","15
                        Yaşında","2. Kat","İzmir / Menderes / Gölcükler Mah."
"45.000","3 +
                          1","120 m²","31
                        Yaşında","3. Kat","İzmir / Karabağlar / Arap Hasan Mah."
"42.000","3 +
                          1","160 m²","8
                        Yaşında","","İzmir / Urla / Zeytinler Mah."
"20.000","1 +
                          1","40 m²","3
                        Yaşında","3. Kat","İzmir / Buca / Yaylacık Mah."
"40.000","3 +
                          1","125 m²","6
                        Yaşında","3. Kat","İzmir / Çiğli / Küçük Çiğli Mah."
"26.000","1 +
                          1","75 m²","2
                        Yaşında","1. Kat","İzmir / Seferihisar / Çolak İbrahim Bey Mah."
"24.000","3 +
                          1","140 m²","31
                        Yaşında","7. Kat","İzmir / Bornova / Erzene Mah."
"48.000","2 +
                          1","70 m²","5
                        Yaşında","2. Kat","İzmir / Bornova / Kazımdirik Mah."
"80.000","4 +
                          2","290 m²","26
                        Yaşında","Bahçe Katı","İzmir / Karşıyaka / Bostanlı Mah."
"27.000","2 +
                          1","80 m²","8
                        Yaşında","1. Kat","İzmir / Bayraklı / Cengizhan Mah."
"32.000","2 +
                          1","85 m²","10
                        Yaşında","En Üst Kat","İzmir / Çeşme / Reisdere Mah."
"24.000","2 +
                          1","100 m²","36
                        Yaşında","Kot 1","İzmir / Karabağlar / Doğanay Mah."
"25.000","3 +
                          1","140 m²","4
                        Yaşında","1. Kat","İzmir / Torbalı / Yemişlik Mah."
"25.000","3 +
                          1","130 m²","31
                        Yaşında","1. Kat","İzmir / Karabağlar / Üçkuyular Mah."
"68.500","3 +
                          1","165 m²","5
                        Yaşında","13. Kat","İzmir / Karabağlar / Ali Fuat Cebesoy Mah."
"18.000","1 +
                          1","55 m²","5
                        Yaşında","1. Kat","İzmir / Buca / Atatürk Mah."
"25.000","2 +
                          10","100 m²","35
                        Yaşında","Yüksek Giriş","İzmir / Bayraklı / Manavkuyu Mah."
"50.000","3 +
                          1","127 m²","Sıfır Bina","3. Kat","İzmir / Bayraklı / Manavkuyu Mah."
"21.000","2 +
                          1","135 m²","9
                        Yaşında","Yüksek Giriş","İzmir / Dikili / İsmetpaşa Mah."
"42.000","3 +
                          1","190 m²","25
                        Yaşında","Bahçe Katı","İzmir / Karşıyaka / Yalı Mah."
"40.000","3 +
                          1","135 m²","40
                        Yaşında","Ara Kat","İzmir / Konak / Mimar Sinan Mah."
"18.000","1 +
                          1","52 m²","6
                        Yaşında","1. Kat","İzmir / Karşıyaka / Latife Hanım Mah."
"45.000","3 +
                          1","120 m²","28
                        Yaşında","1. Kat","İzmir / Bornova / Evka 3 Mah."
"25.000","3 +
                          1","115 m²","35
                        Yaşında","5. Kat","İzmir / Konak / Atilla Mah."
"22.000","2 +
                          1","65 m²","1
                        Yaşında","2. Kat","İzmir / Menemen / Cumhuriyet Mah."
"36.000","3 +
                          1","150 m²","Sıfır Bina","6. Kat","İzmir / Torbalı / Muratbey Mah."
"22.500","2 +
                          1","80 m²","1
                        Yaşında","Ara Kat","İzmir / Menemen / Uğur Mumcu Mah."
"24.000","1 +
                          1","60 m²","2
                        Yaşında","4. Kat","İzmir / Karşıyaka / Demirköprü Mah."
"1.200.000","3 +
                          1","200 m²","21
                        Yaşında","","İzmir / Çeşme / Alaçatı Mah."
"35.000","Stüdyo","43 m²","1
                        Yaşında","","İzmir / Seferihisar / Camikebir Mah."
"200.000","6 +
                          1","450 m²","21
                        Yaşında","1. Kat","İzmir / Urla / Yenice Mah."
"47.000","3 +
                          1","107 m²","Sıfır Bina","5. Kat","İzmir / Bayraklı / Mansuroğlu Mah."
"23.000","3 +
                          1","114 m²","29
                        Yaşında","1. Kat","İzmir / Çiğli / İzkent Mah."
"65.000","4 +
                          1","230 m²","24
                        Yaşında","3. Kat","İzmir / Karabağlar / Esenyalı Mah."
"70.000","3 +
                          1","120 m²","26
                        Yaşında","8. Kat","İzmir / Konak / Alsancak Mah."
"26.000","2 +
                          1","132 m²","26
                        Yaşında","1. Kat","İzmir / Buca / Buca Koop. Mah."
"19.000","2 +
                          1","80 m²","49
                        Yaşında","Çatı Katı","İzmir / Konak / Murat Reis Mah."
"30.000","2 +
                          1","120 m²","35
                        Yaşında","3. Kat","İzmir / Konak / Çankaya Mah."
"52.000","3 +
                          1","180 m²","15
                        Yaşında","3. Kat","İzmir / Bornova / Atatürk Mah."
"17.500","2 +
                          1","60 m²","Sıfır Bina","1. Kat","İzmir / Menemen / İsmet İnönü Mah."
"33.000","1 +
                          1","50 m²","10
                        Yaşında","1. Kat","İzmir / Karabağlar / Poligon Mah."
"17.000","1 +
                          1","55 m²","5
                        Yaşında","Giriş Katı","İzmir / Buca / Yaylacık Mah."
"29.500","1 +
                          1","49 m²","4
                        Yaşında","Ara Kat","İzmir / Karşıyaka / İmbatlı Mah."
"42.000","2 +
                          1","130 m²","16
                        Yaşında","Bahçe Katı","İzmir / Seferihisar / Sığacık Mah."
"40.000","2 +
                          1","95 m²","6
                        Yaşında","6. Kat","İzmir / Karşıyaka / Şemikler Mah."
"28.000","1 +
                          1","60 m²","7
                        Yaşında","1. Kat","İzmir / Buca / Kuruçeşme Mah."
"27.000","2 +
                          1","90 m²","10
                        Yaşında","5. Kat","İzmir / Karabağlar / Basın Sitesi Mah."
"58.000","3 +
                          1","120 m²","19
                        Yaşında","2. Kat","İzmir / Karşıyaka / Atakent Mah."
"45.000","3 +
                          1","140 m²","36
                        Yaşında","7. Kat","İzmir / Konak / Kültür Mah."
"32.000","1 +
                          1","45 m²","Sıfır Bina","2. Kat","İzmir / Balçova / Onur Mah."
"34.000","2 +
                          1","125 m²","26
                        Yaşında","4. Kat","İzmir / Bornova / Erzene Mah."
"24.000","3 +
                          1","120 m²","42
                        Yaşında","4. Kat","İzmir / Karabağlar / Bahçelievler Mah."
"37.000","2 +
                          1","75 m²","25
                        Yaşında","Bahçe Katı","İzmir / Karşıyaka / Yalı Mah."
"27.000","2 +
                          1","75 m²","Sıfır Bina","En Üst Kat","İzmir / Buca / Efeler Mah."
"23.000","3 +
                          1","130 m²","35
                        Yaşında","En Üst Kat","İzmir / Karabağlar / Barış Mah."
"700.000","4 +
                          1","135 m²","31
                        Yaşında","Bahçe Katı","İzmir / Çeşme / 16 Eylül Mah."
"32.000","2 +
                          1","95 m²","6
                        Yaşında","2. Kat","İzmir / Karşıyaka / Örnekköy Mah."
"36.000","2 +
                          1","94 m²","26
                        Yaşında","5. Kat","İzmir / Gaziemir / Sevgi Mah."
"33.000","3 +
                          1","130 m²","30
                        Yaşında","2. Kat","İzmir / Buca / Vali Rahmi Bey Mah."
"25.000","3 +
                          1","120 m²","14
                        Yaşında","Ara Kat","İzmir / Çiğli / İnönü Mah."
"27.000","3 +
                          1","140 m²","28
                        Yaşında","4. Kat","İzmir / Buca / Hürriyet Mah."
"30.000","2 +
                          1","120 m²","23
                        Yaşında","1. Kat","İzmir / Buca / Menderes Mah."
"26.000","1 +
                          1","45 m²","2
                        Yaşında","7. Kat","İzmir / Bornova / Kazımdirik Mah."
"30.000","3 +
                          1","150 m²","14
                        Yaşında","Ara Kat","İzmir / Torbalı / Muratbey Mah."
"550.000","4 +
                          1","320 m²","7
                        Yaşında","Villa Katı","İzmir / Çeşme / Şifne Mah."
"30.000","1 +
                          1","70 m²","8
                        Yaşında","7. Kat","İzmir / Çiğli / Balatçık Mah."
"29.000","3 +
                          1","150 m²","20
                        Yaşında","3. Kat","İzmir / Karşıyaka / Zübeyde Hanım Mah."
"27.000","2 +
                          1","110 m²","5
                        Yaşında","1. Kat","İzmir / Karaburun / Anbarseki Mah."
"55.000","3 +
                          1","130 m²","21
                        Yaşında","3. Kat","İzmir / Narlıdere / Yenikale Mah."
"25.000","2 +
                          1","84 m²","3
                        Yaşında","4. Kat","İzmir / Buca / Hürriyet Mah."
"45.000","1 +
                          1","55 m²","Sıfır Bina","2. Kat","İzmir / Bornova / Kazımdirik Mah."
"40.000","3 +
                          1","130 m²","37
                        Yaşında","1. Kat","İzmir / Konak / Mehmet Ali Akman Mah."
"48.000","2 +
                          1","90 m²","10
                        Yaşında","4. Kat","İzmir / Bornova / Kazımdirik Mah."
"30.000","1 +
                          1","52 m²","2
                        Yaşında","Yüksek Giriş","İzmir / Konak / Kahramanlar Mah."
"38.000","1 +
                          1","66 m²","25
                        Yaşında","En Üst Kat","İzmir / Urla / Güvendik Mah."
"40.000","3 +
                          1","133 m²","8
                        Yaşında","Ara Kat","İzmir / Çiğli / Balatçık Mah."
"45.000","2 +
                          1","95 m²","1
                        Yaşında","2. Kat","İzmir / Gaziemir / Beyazevler Mah."
"22.500","2 +
                          1","90 m²","6
                        Yaşında","Yüksek Giriş","İzmir / Buca / Vali Rahmi Bey Mah."
"32.000","3 +
                          1","120 m²","26
                        Yaşında","2. Kat","İzmir / Karabağlar / Basın Sitesi Mah."
"68.000","3 +
                          1","147 m²","11
                        Yaşında","6. Kat","İzmir / Karşıyaka / Yalı Mah."
"20.000","1 +
                          1","60 m²","4
                        Yaşında","Bahçe Katı","İzmir / Buca / Atatürk Mah."
"19.000","2 +
                          1","90 m²","50
                        Yaşında","Ara Kat","İzmir / Karabağlar / Basın Sitesi Mah."
"35.000","1 +
                          1","86 m²","8
                        Yaşında","1. Kat","İzmir / Karşıyaka / Örnekköy Mah."
"85.000","3 +
                          1","148 m²","3
                        Yaşında","Zemin","İzmir / Menemen / 9 Eylül Mah."
"35.000","1 +
                          1","50 m²","16
                        Yaşında","14. Kat","İzmir / Karşıyaka / Mavişehir Mah."
"75.000","2 +
                          1","121 m²","6
                        Yaşında","12. Kat","İzmir / Karşıyaka / Mavişehir Mah."
"15.000","1 +
                          1","60 m²","6
                        Yaşında","2. Kat","İzmir / Menemen / Gazi Mustafa Kemal Mah."
"22.000","1 +
                          1","50 m²","6
                        Yaşında","Yüksek Giriş","İzmir / Buca / Kuruçeşme Mah."
"21.000","1 +
                          1","55 m²","8
                        Yaşında","Giriş Katı","İzmir / Bayraklı / Çiçek Mah."
"30.000","2 +
                          1","145 m²","31
                        Yaşında","4. Kat","İzmir / Karşıyaka / Bahariye Mah."
"28.000","3 +
                          1","160 m²","3
                        Yaşında","1. Kat","İzmir / Torbalı / Yemişlik Mah."
"25.000","1 +
                          1","40 m²","Sıfır Bina","2. Kat","İzmir / Buca / İnkılap Mah."
"40.000","3 +
                          1","130 m²","3
                        Yaşında","2. Kat","İzmir / Bayraklı / Cengizhan Mah."
"20.000","2 +
                          1","85 m²","22
                        Yaşında","5. Kat","İzmir / Bornova / Evka 4 Mah."
"40.000","3 +
                          1","155 m²","27
                        Yaşında","2. Kat","İzmir / Karşıyaka / Yalı Mah."
"25.000","1 +
                          1","55 m²","10
                        Yaşında","Yüksek Giriş","İzmir / Bornova / Atatürk Mah."
"600.000","3 +
                          1","160 m²","16
                        Yaşında","","İzmir / Çeşme / Alaçatı Mah."
"35.000","3 +
                          1","150 m²","Sıfır Bina","En Üst Kat","İzmir / Bornova / Doğanlar Mah."
"30.000","1 +
                          1","65 m²","6
                        Yaşında","5. Kat","İzmir / Karşıyaka / Şemikler Mah."
"36.000","3 +
                          1","105 m²","14
                        Yaşında","En Üst Kat","İzmir / Narlıdere / Narlı Mah."
"25.000","3 +
                          1","110 m²","28
                        Yaşında","Ara Kat","İzmir / Balçova / Eğitim Mah."
"35.000","2 +
                          1","90 m²","16
                        Yaşında","2. Kat","İzmir / Karşıyaka / Yalı Mah."
"25.000","3 +
                          1","125 m²","30
                        Yaşında","3. Kat","İzmir / Bornova / Kazımdirik Mah."
"32.000","2 +
                          1","80 m²","10
                        Yaşında","4. Kat","İzmir / Karşıyaka / Şemikler Mah."
"900.000","4 +
                          1","180 m²","11
                        Yaşında","","İzmir / Çeşme / Alaçatı Mah."
"21.000","2 +
                          1","81 m²","8
                        Yaşında","2. Kat","İzmir / Menemen / İnönü Mah."
"27.250","1 +
                          1","70 m²","5
                        Yaşında","2. Kat","İzmir / Bornova / Mevlana Mah."
"33.000","1 +
                          1","47 m²","8
                        Yaşında","2. Kat","İzmir / Bornova / Kazımdirik Mah."
