"list-view-price","celly","celly 2","celly 3","celly 4","list-view-location"
"17.000","3 +
                          1","140 m²","25
                        at Age","2. Floor","Manisa / Akhisar / Paşa Mah."
"28.000","1 +
                          1","60 m²","New Property","2. Floor","Manisa / Yunusemre / Karaali Mah."
"16.500","2 +
                          1","95 m²","6
                        at Age","3. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"18.000","1 +
                          1","55 m²","New Property","4. Floor","Manisa / Turgutlu / Ergenekon Mah."
"26.000","2 +
                          1","100 m²","6
                        at Age","2. Floor","Manisa / Yunusemre / Bağyolu Mah."
"23.000","2 +
                          1","95 m²","11
                        at Age","3. Floor","Manisa / Şehzadeler / Tunca Mah."
"20.500","2 +
                          1","95 m²","New Property","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"32.000","3 +
                          1","130 m²","22
                        at Age","4. Floor","Manisa / Yunusemre / Güzelyurt Mah."
"17.000","3 +
                          1","145 m²","21
                        at Age","2. Floor","Manisa / Akhisar / Atatürk Mah."
"21.500","1 +
                          1","65 m²","4
                        at Age","12. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"22.000","3 +
                          1","130 m²","20
                        at Age","Top Floor","Manisa / Turgutlu / Altay Mah."
"17.000","2 +
                          1","90 m²","5
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"15.000","3 +
                          1","125 m²","30
                        at Age","3. Floor","Manisa / Akhisar / İnönü Mah."
"21.000","5 +
                          1","180 m²","6
                        at Age","6. Floor","Manisa / Yunusemre / Muradiye Mah."
"30.000","3 +
                          1","135 m²","25
                        at Age","4. Floor","Manisa / Yunusemre / Merkez Efendi Mah."
"20.000","3 +
                          1","125 m²","16
                        at Age","6. Floor","Manisa / Yunusemre / Tevfikiye Mah."
"14.000","3 +
                          1","130 m²","26
                        at Age","2. Floor","Manisa / Akhisar / Reşat Bey Mah."
"21.000","2 +
                          1","95 m²","11
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"21.000","3 +
                          1","170 m²","5
                        at Age","3. Floor","Manisa / Akhisar / Reşat Bey Mah."
"27.000","2 +
                          1","80 m²","5
                        at Age","Middle Floor","Manisa / Yunusemre / Ayni Ali Mah."
"30.000","2 +
                          1","110 m²","10
                        at Age","Middle Floor","Manisa / Yunusemre / Güzelyurt Mah."
"19.000","3 +
                          1","130 m²","15
                        at Age","Middle Floor","Manisa / Turgutlu / Şehitler Mah."
"22.500","3 +
                          1","145 m²","6
                        at Age","3. Floor","Manisa / Yunusemre / Akgedik Mah."
"21.000","3 +
                          1","150 m²","6
                        at Age","2. Floor","Manisa / Akhisar / Atatürk Mah."
"19.000","3 +
                          1","135 m²","9
                        at Age","3. Floor","Manisa / Akhisar / Hürriyet Mah."
"15.000","1 +
                          1","60 m²","New Property","Ground","Manisa / Saruhanlı / Atatürk Mah."
"24.000","1 +
                          1","52 m²","New Property","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"25.000","3 +
                          1","140 m²","11
                        at Age","3. Floor","Manisa / Yunusemre / 75. Yıl Mah."
"20.000","2 +
                          1","100 m²","New Property","4. Floor","Manisa / Saruhanlı / İstasyon Mah."
"25.000","3 +
                          1","110 m²","5
                        at Age","1. Floor","Manisa / Yunusemre / Muradiye Mah."
"33.000","2 +
                          1","85 m²","3
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"22.500","2 +
                          1","116 m²","New Property","4. Floor","Manisa / Saruhanlı / Cengiz Topel Mah."
"17.000","2 +
                          1","110 m²","15
                        at Age","2. Floor","Manisa / Akhisar / Hürriyet Mah."
"22.000","1 +
                          1","60 m²","New Property","Middle Floor","Manisa / Yunusemre / Muradiye Mah."
"18.000","1 +
                          1","65 m²","5
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"20.000","3 +
                          1","110 m²","11
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"12.000","2 +
                          1","100 m²","11
                        at Age","4. Floor","Manisa / Turgutlu / Yıldırım Mah."
"26.000","4 +
                          1","220 m²","6
                        at Age","3. Floor","Manisa / Akhisar / Hürriyet Mah."
"19.000","3 +
                          1","130 m²","30
                        at Age","Middle Floor","Manisa / Turgutlu / Altay Mah."
"15.000","2 +
                          1","105 m²","6
                        at Age","3. Floor","Manisa / Akhisar / Ulu Camii Mah."
"13.000","1 +
                          1","55 m²","New Property","2. Floor","Manisa / Yunusemre / Akgedik Mah."
"22.000","1 +
                          1","70 m²","6
                        at Age","2. Floor","Manisa / Yunusemre / Karaali Mah."
"17.500","2 +
                          1","95 m²","5
                        at Age","Raised Ground Floor","Manisa / Yunusemre / Muradiye Mah."
"29.500","1 +
                          1","45 m²","2
                        at Age","14. Floor","Manisa / Yunusemre / Uncubozköy Mah."
"26.000","2 +
                          1","95 m²","6
                        at Age","2. Floor","Manisa / Turgutlu / Yedi Eylül Mah."
"17.000","2 +
                          1","85 m²","5
                        at Age","Raised Ground Floor","Manisa / Yunusemre / Muradiye Mah."
"19.000","3 +
                          1","135 m²","15
                        at Age","4. Floor","Manisa / Turgutlu / Şehitler Mah."
"10.000","2 +
                          1","65 m²","10
                        at Age","Garden Floor","Manisa / Demirci / Hacıhamza Mah."
"17.000","3 +
                          1","130 m²","30
                        at Age","Middle Floor","Manisa / Turgutlu / Altay Mah."
"20.000","2 +
                          1","105 m²","New Property","3. Floor","Manisa / Akhisar / Hürriyet Mah."
"60.000","3 +
                          1","134 m²","2
                        at Age","5. Floor","Manisa / Yunusemre / Uncubozköy Mah."
"21.000","3 +
                          1","115 m²","5
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"19.000","2 +
                          1","150 m²","10
                        at Age","Ground","Manisa / Turgutlu / Mustafa Kemal Mah."
"20.000","3 +
                          1","125 m²","6
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"15.500","1 +
                          1","60 m²","New Property","Raised Ground Floor","Manisa / Yunusemre / Muradiye Mah."
"20.500","3 +
                          1","120 m²","21
                        at Age","4. Floor","Manisa / Yunusemre / Kaynak Mah."
"18.500","3 +
                          1","140 m²","New Property","3. Floor","Manisa / Akhisar / Seyit Ahmet Mah."
"26.000","3 +
                          1","160 m²","14
                        at Age","4. Floor","Manisa / Turgutlu / Şehitler Mah."
"17.500","3 +
                          1","130 m²","6
                        at Age","3. Floor","Manisa / Akhisar / Kethüda Mah."
"19.000","1 +
                          1","55 m²","New Property","Underground 2","Manisa / Salihli / Çakaldoğanlar Mah."
"21.000","2 +
                          1","105 m²","5
                        at Age","3. Floor","Manisa / Turgutlu / Ergenekon Mah."
"25.000","2 +
                          1","100 m²","25
                        at Age","Middle Floor","Manisa / Turgutlu / Cumhuriyet Mah."
"16.500","3 +
                          1","110 m²","6
                        at Age","3. Floor","Manisa / Soma / Onüç Eylül Mah."
"21.000","2 +
                          1","95 m²","4
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"21.000","3 +
                          1","145 m²","6
                        at Age","3. Floor","Manisa / Akhisar / Atatürk Mah."
"18.000","3 +
                          1","175 m²","26
                        at Age","Ground","Manisa / Akhisar / Hürriyet Mah."
"13.000","1 +
                          1","55 m²","10
                        at Age","2. Floor","Manisa / Akhisar / Kethüda Mah."
"18.000","3 +
                          1","140 m²","21
                        at Age","1. Floor","Manisa / Alaşehir / İstasyon Mah."
"27.000","3 +
                          1","135 m²","New Property","4. Floor","Manisa / Turgutlu / Ergenekon Mah."
"22.000","3 +
                          0","105 m²","19
                        at Age","Partially Basement","Manisa / Yunusemre / Lalapaşa Mah."
"32.000","3 +
                          1","130 m²","1
                        at Age","3. Floor","Manisa / Turgutlu / Irlamaz Mah."
"15.000","3 +
                          1","140 m²","25
                        at Age","2. Floor","Manisa / Salihli / Kırveli Mah."
"14.000","2 +
                          1","85 m²","21
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"16.000","2 +
                          1","110 m²","6
                        at Age","Ground Floor","Manisa / Yunusemre / Atatürk Mah."
"30.000","2 +
                          1","95 m²","11
                        at Age","5. Floor","Manisa / Yunusemre / Güzelyurt Mah."
"18.000","2 +
                          1","110 m²","8
                        at Age","3. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"19.000","2 +
                          1","85 m²","New Property","2. Floor","Manisa / Turgutlu / Albayrak Mah."
"12.000","2 +
                          1","100 m²","31
                        at Age","Garden Floor","Manisa / Yunusemre / Keçili Köy Mah."
"15.000","2 +
                          1","85 m²","New Property","3. Floor","Manisa / Saruhanlı / Cengiz Topel Mah."
"17.000","3 +
                          1","125 m²","New Property","3. Floor","Manisa / Saruhanlı / Cengiz Topel Mah."
"15.000","3 +
                          1","135 m²","18
                        at Age","Top Floor","Manisa / Akhisar / Hacı İshak Mah."
"25.000","3 +
                          1","135 m²","5
                        at Age","Ground Floor","Manisa / Yunusemre / Akgedik Mah."
"32.000","4 +
                          1","260 m²","6
                        at Age","3. Floor","Manisa / Turgutlu / Ergenekon Mah."
"26.000","1 +
                          1","60 m²","New Property","2. Floor","Manisa / Turgutlu / Acarlar Mah."
"20.000","3 +
                          1","145 m²","11
                        at Age","6. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"60.000","3 +
                          1","150 m²","6
                        at Age","4. Floor","Manisa / Yunusemre / Güzelyurt Mah."
"28.000","1 +
                          1","60 m²","3
                        at Age","3. Floor","Manisa / Yunusemre / 75. Yıl Mah."
"20.000","2 +
                          1","100 m²","26
                        at Age","3. Floor","Manisa / Turgutlu / Acarlar Mah."
"20.000","3 +
                          1","115 m²","26
                        at Age","5. Floor","Manisa / Şehzadeler / Akıncılar Mah."
"20.000","2 +
                          1","80 m²","New Property","1. Floor","Manisa / Salihli / Gümüş Mah."
"17.250","1 +
                          1","60 m²","7
                        at Age","1. Floor","Manisa / Yunusemre / Karaali Mah."
"18.000","3 +
                          1","140 m²","16
                        at Age","Raised Ground Floor","Manisa / Akhisar / Hürriyet Mah."
"30.000","3 +
                          1","145 m²","11
                        at Age","Raised Ground Floor","Manisa / Şehzadeler / Tunca Mah."
"22.000","3 +
                          1","145 m²","17
                        at Age","Middle Floor","Manisa / Akhisar / Hürriyet Mah."
"27.000","2 +
                          1","100 m²","26
                        at Age","3. Floor","Manisa / Şehzadeler / Mimar Sinan Mah."
"18.000","1 +
                          1","41 m²","New Property","1. Floor","Manisa / Alaşehir / Kurtuluş Mah."
"20.000","2 +
                          1","90 m²","1
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"16.000","2 +
                          1","120 m²","3
                        at Age","1. Floor","Manisa / Saruhanlı / Kurtuluş Mah."
"26.000","3 +
                          1","140 m²","12
                        at Age","2. Floor","Manisa / Akhisar / Hürriyet Mah."
"25.000","3 +
                          1","125 m²","21
                        at Age","2. Floor","Manisa / Şehzadeler / Peker Mah."
"17.000","1 +
                          1","45 m²","2
                        at Age","Raised Ground Floor","Manisa / Yunusemre / Yeni Mahalle Mah."
"10.000","2 +
                          1","100 m²","25
                        at Age","","Manisa / Salihli / Kırveli Mah."
"45.000","3 +
                          1","130 m²","6
                        at Age","2. Floor","Manisa / Yunusemre / Güzelyurt Mah."
"16.000","2 +
                          1","80 m²","New Property","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"15.000","1 +
                          1","50 m²","New Property","4. Floor","Manisa / Yunusemre / Muradiye Mah."
"11.000","3 +
                          1","125 m²","35
                        at Age","2. Floor","Manisa / Akhisar / İnönü Mah."
"15.000","2 +
                          1","85 m²","5
                        at Age","5. Floor","Manisa / Yunusemre / Muradiye Mah."
"24.000","3 +
                          1","135 m²","8
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"25.000","2 +
                          1","70 m²","3
                        at Age","3. Floor","Manisa / Yunusemre / Yeni Mahalle Mah."
"25.000","1 +
                          1","95 m²","16
                        at Age","4. Floor","Manisa / Şehzadeler / 1. Anafartalar Mah."
"27.000","2 +
                          1","100 m²","1
                        at Age","2. Floor","Manisa / Yunusemre / Kuyualan Mah."
"23.000","2 +
                          1","110 m²","26
                        at Age","3. Floor","Manisa / Şehzadeler / Yarhasanlar Mah."
"20.000","2 +
                          1","90 m²","6
                        at Age","3. Floor","Manisa / Yunusemre / Akgedik Mah."
"20.000","2 +
                          1","95 m²","New Property","2. Floor","Manisa / Akhisar / Reşat Bey Mah."
"20.000","3 +
                          1","120 m²","5
                        at Age","5. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"16.000","2 +
                          1","85 m²","5
                        at Age","1. Floor","Manisa / Yunusemre / Muradiye Mah."
"25.000","3 +
                          1","120 m²","20
                        at Age","4. Floor","Manisa / Şehzadeler / Sakarya Mah."
"20.000","2 +
                          1","90 m²","4
                        at Age","Raised Ground Floor","Manisa / Yunusemre / Muradiye Mah."
"20.000","2 +
                          1","90 m²","New Property","3. Floor","Manisa / Akhisar / Efendi Mah."
"19.000","2 +
                          1","95 m²","7
                        at Age","4. Floor","Manisa / Akhisar / Reşat Bey Mah."
"8.000","1 +
                          1","110 m²","25
                        at Age","","Manisa / Salihli / Yılmaz Mah."
"12.500","2 +
                          1","100 m²","25
                        at Age","Raised Ground Floor","Manisa / Turgutlu / Yılmazlar Mah."
"15.000","1 +
                          1","60 m²","1
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"21.000","1 +
                          1","65 m²","2
                        at Age","7. Floor","Manisa / Turgutlu / Ergenekon Mah."
"20.000","2 +
                          1","90 m²","4
                        at Age","1. Floor","Manisa / Yunusemre / Muradiye Mah."
"18.750","3 +
                          1","150 m²","11
                        at Age","2. Floor","Manisa / Akhisar / İnönü Mah."
"20.000","2 +
                          1","95 m²","New Property","2. Floor","Manisa / Akhisar / Atatürk Mah."
"26.000","2 +
                          2","115 m²","3
                        at Age","2. Floor","Manisa / Turgutlu / Cumhuriyet Mah."
"16.000","2 +
                          1","120 m²","16
                        at Age","2. Floor","Manisa / Yunusemre / Uncubozköy Mah."
"22.000","2 +
                          1","90 m²","26
                        at Age","3. Floor","Manisa / Şehzadeler / Yarhasanlar Mah."
"27.000","3 +
                          1","95 m²","16
                        at Age","3. Floor","Manisa / Yunusemre / Merkez Efendi Mah."
"21.000","2 +
                          1","100 m²","6
                        at Age","2. Floor","Manisa / Turgutlu / Şehitler Mah."
"24.000","1 +
                          1","60 m²","New Property","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"18.000","2 +
                          1","80 m²","New Property","2. Floor","Manisa / Akhisar / Reşat Bey Mah."
"23.000","2 +
                          1","95 m²","2
                        at Age","4. Floor","Manisa / Yunusemre / Muradiye Mah."
"18.000","2 +
                          0","85 m²","10
                        at Age","Raised Ground Floor","Manisa / Yunusemre / Mutlu Mah."
"16.000","3 +
                          1","130 m²","30
                        at Age","2. Floor","Manisa / Akhisar / Hürriyet Mah."
"33.000","3 +
                          1","150 m²","11
                        at Age","4. Floor","Manisa / Yunusemre / Hafsa Sultan Mah."
"19.000","2 +
                          1","105 m²","4
                        at Age","2. Floor","Manisa / Yunusemre / 50. Yıl Mah."
"23.000","2 +
                          1","85 m²","31
                        at Age","4. Floor","Manisa / Şehzadeler / Tunca Mah."
"23.000","3 +
                          1","175 m²","5
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"14.000","2 +
                          0","92 m²","New Property","1. Floor","Manisa / Akhisar / Ulu Camii Mah."
"15.000","3 +
                          1","110 m²","26
                        at Age","5. Floor","Manisa / Yunusemre / Merkez Efendi Mah."
"20.000","2 +
                          1","110 m²","New Property","4. Floor","Manisa / Akhisar / Reşat Bey Mah."
"21.000","2 +
                          1","90 m²","5
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"17.500","2 +
                          1","85 m²","New Property","Raised Ground Floor","Manisa / Yunusemre / Muradiye Mah."
"16.000","2 +
                          1","100 m²","New Property","3. Floor","Manisa / Akhisar / Efendi Mah."
"25.000","2 +
                          1","117 m²","30
                        at Age","Top Floor","Manisa / Turgutlu / Acarlar Mah."
"25.000","2 +
                          1","110 m²","5
                        at Age","1. Floor","Manisa / Akhisar / Atatürk Mah."
"30.000","3 +
                          1","160 m²","4
                        at Age","11. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"18.000","3 +
                          1","105 m²","30
                        at Age","3. Floor","Manisa / Şehzadeler / Dere Mah."
"60.000","4 +
                          1","210 m²","26
                        at Age","3. Floor","Manisa / Akhisar / Paşa Mah."
"18.000","2 +
                          1","85 m²","New Property","2. Floor","Manisa / Saruhanlı / Cumhuriyet Mah."
"30.000","1 +
                          1","70 m²","New Property","3. Floor","Manisa / Şehzadeler / Utku Mah."
"17.000","2 +
                          1","85 m²","5
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"21.500","1 +
                          1","70 m²","New Property","1. Floor","Manisa / Akhisar / Efendi Mah."
"22.000","2 +
                          1","120 m²","21
                        at Age","3. Floor","Manisa / Akhisar / Kethüda Mah."
"25.000","3 +
                          1","200 m²","New Property","3. Floor","Manisa / Akhisar / Hürriyet Mah."
"15.000","2 +
                          1","110 m²","New Property","3. Floor","Manisa / Akhisar / Efendi Mah."
"17.000","3 +
                          1","125 m²","26
                        at Age","1. Floor","Manisa / Akhisar / Hürriyet Mah."
"58.000","5 +
                          1","227 m²","New Property","Garden Floor","Manisa / Akhisar / Reşat Bey Mah."
"18.000","2 +
                          1","85 m²","New Property","Raised Ground Floor","Manisa / Yunusemre / Muradiye Mah."
"21.000","2 +
                          1","100 m²","New Property","1. Floor","Manisa / Akhisar / Reşat Bey Mah."
"22.000","3 +
                          1","130 m²","14
                        at Age","2. Floor","Manisa / Akhisar / Atatürk Mah."
"15.000","2 +
                          1","90 m²","6
                        at Age","3. Floor","Manisa / Saruhanlı / Cengiz Topel Mah."
"21.500","1 +
                          1","65 m²","4
                        at Age","12. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"18.000","1 +
                          1","54 m²","New Property","1. Floor","Manisa / Turgutlu / Ergenekon Mah."
"18.500","2 +
                          1","110 m²","4
                        at Age","3. Floor","Manisa / Yunusemre / Akgedik Mah."
"35.000","5 +
                          1","300 m²","6
                        at Age","6. Floor","Manisa / Turgutlu / Ergenekon Mah."
"30.000","3 +
                          1","140 m²","5
                        at Age","1. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"26.000","2 +
                          1","80 m²","4
                        at Age","1. Floor","Manisa / Yunusemre / Muradiye Mah."
"18.000","1 +
                          1","55 m²","New Property","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"18.500","3 +
                          1","138 m²","34
                        at Age","3. Floor","Manisa / Şehzadeler / Akıncılar Mah."
"20.000","2 +
                          1","90 m²","1
                        at Age","1. Floor","Manisa / Akhisar / Hürriyet Mah."
"21.000","1 +
                          1","65 m²","6
                        at Age","Ground","Manisa / Yunusemre / Muradiye Mah."
"17.000","3 +
                          1","135 m²","6
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"23.000","2 +
                          1","105 m²","1
                        at Age","1. Floor","Manisa / Akhisar / Atatürk Mah."
"21.000","2 +
                          1","92 m²","6
                        at Age","2. Floor","Manisa / Salihli / Seyrantepe Mah."
"34.000","1 +
                          1","44 m²","2
                        at Age","3. Floor","Manisa / Yunusemre / Uncubozköy Mah."
"19.000","3 +
                          1","120 m²","5
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"15.000","2 +
                          1","115 m²","16
                        at Age","4. Floor","Manisa / Turgutlu / Şehitler Mah."
"13.000","2 +
                          1","100 m²","6
                        at Age","4. Floor","Manisa / Yunusemre / Muradiye Mah."
"16.000","3 +
                          1","155 m²","1
                        at Age","Raised Ground Floor","Manisa / Akhisar / Reşat Bey Mah."
"25.000","2 +
                          1","100 m²","11
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"21.500","1 +
                          1","65 m²","4
                        at Age","8. Floor","Manisa / Turgutlu / Selvilitepe Osb Mah."
"17.000","3 +
                          1","180 m²","20
                        at Age","4. Floor","Manisa / Salihli / Beşeylül Mah."
"25.000","3 +
                          1","110 m²","31
                        at Age","2. Floor","Manisa / Şehzadeler / 1. Anafartalar Mah."
"24.000","3 +
                          1","180 m²","New Property","3. Floor","Manisa / Akhisar / Cumhuriyet Mah."
"18.000","3 +
                          1","105 m²","30
                        at Age","4. Floor","Manisa / Şehzadeler / Dere Mah."
"27.500","2 +
                          1","130 m²","11
                        at Age","2. Floor","Manisa / Turgutlu / Yedi Eylül Mah."
"15.500","2 +
                          1","95 m²","30
                        at Age","2. Floor","Manisa / Akhisar / Reşat Bey Mah."
"18.000","2 +
                          1","85 m²","4
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"12.500","2 +
                          1","75 m²","30
                        at Age","Ground","Manisa / Yunusemre / Barbaros Mah."
"16.000","3 +
                          1","150 m²","20
                        at Age","3. Floor","Manisa / Akhisar / İnönü Mah."
"22.000","1 +
                          1","55 m²","New Property","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"15.000","1 +
                          1","70 m²","4
                        at Age","4. Floor","Manisa / Yunusemre / Muradiye Mah."
"19.000","3 +
                          1","135 m²","17
                        at Age","2. Floor","Manisa / Akhisar / Hürriyet Mah."
"15.500","2 +
                          1","75 m²","4
                        at Age","Raised Ground Floor","Manisa / Yunusemre / Muradiye Mah."
"24.000","3 +
                          1","125 m²","11
                        at Age","3. Floor","Manisa / Yunusemre / Lalapaşa Mah."
"22.500","2 +
                          1","90 m²","New Property","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"17.000","1 +
                          1","55 m²","New Property","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"22.500","2 +
                          1","90 m²","2
                        at Age","4. Floor","Manisa / Yunusemre / Muradiye Mah."
"16.000","3 +
                          1","120 m²","5
                        at Age","1. Floor","Manisa / Akhisar / Reşat Bey Mah."
"16.000","1 +
                          1","55 m²","4
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"16.000","1 +
                          1","60 m²","5
                        at Age","Raised Ground Floor","Manisa / Yunusemre / Muradiye Mah."
"24.000","3 +
                          1","130 m²","11
                        at Age","2. Floor","Manisa / Yunusemre / Topçuasım Mah."
"16.500","1 +
                          1","65 m²","4
                        at Age","8. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"23.000","1 +
                          1","51 m²","5
                        at Age","2. Floor","Manisa / Turgutlu / Selvilitepe Mah."
"27.000","3 +
                          1","180 m²","New Property","3. Floor","Manisa / Akhisar / Atatürk Mah."
"22.000","3 +
                          1","125 m²","2
                        at Age","3. Floor","Manisa / Akhisar / Efendi Mah."
"20.000","2 +
                          1","85 m²","5
                        at Age","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"20.000","3 +
                          1","145 m²","5
                        at Age","4. Floor","Manisa / Turgutlu / Yedi Eylül Mah."
"20.000","2 +
                          1","100 m²","New Property","1. Floor","Manisa / Akhisar / Atatürk Mah."
"20.000","2 +
                          1","98 m²","New Property","3. Floor","Manisa / Yunusemre / Muradiye Mah."
"14.000","1 +
                          1","50 m²","New Property","Raised Ground Floor","Manisa / Yunusemre / Muradiye Mah."
"17.000","2 +
                          1","95 m²","3
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"20.000","2 +
                          1","100 m²","New Property","2. Floor","Manisa / Akhisar / Reşat Bey Mah."
"14.000","3 +
                          1","100 m²","35
                        at Age","2. Floor","Manisa / Şehzadeler / Kuşlubahçe Mah."
"12.000","1 +
                          1","50 m²","New Property","2. Floor","Manisa / Saruhanlı / Cengiz Topel Mah."
"20.000","2 +
                          1","85 m²","5
                        at Age","Raised Ground Floor","Manisa / Turgutlu / Subaşı Mah."
"30.000","2 +
                          1","85 m²","New Property","2. Floor","Manisa / Akhisar / Reşat Bey Mah."
"18.500","3 +
                          1","150 m²","26
                        at Age","4. Floor","Manisa / Turgutlu / Cumhuriyet Mah."
"25.000","1 +
                          1","40 m²","New Property","2. Floor","Manisa / Akhisar / Reşat Bey Mah."
"22.000","3 +
                          1","150 m²","35
                        at Age","Ground","Manisa / Turgutlu / Cumhuriyet Mah."
"15.000","3 +
                          1","130 m²","25
                        at Age","1. Floor","Manisa / Akhisar / Hürriyet Mah."
"16.000","2 +
                          1","90 m²","6
                        at Age","2. Floor","Manisa / Yunusemre / Muradiye Mah."
"15.000","2 +
                          1","95 m²","30
                        at Age","3. Floor","Manisa / Akhisar / Ragıp Bey Mah."
